GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
-0.98,0.00,09513780,2018-07-04 00:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 00:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 00:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 00:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 01:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 01:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 01:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 01:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 02:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 02:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 02:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 02:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 03:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 03:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 03:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 03:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 04:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 04:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 04:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 04:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 05:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 05:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 05:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 05:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 06:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-04 06:15,0.00,-1.44
-0.99,0.00,09513780,2018-07-04 06:30,0.00,-1.44
-0.99,0.00,09513780,2018-07-04 06:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 07:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 07:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 07:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 07:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 08:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 08:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 08:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 08:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 09:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 09:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 09:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 09:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 10:00,0.00,-1.44
-0.97,0.00,09513780,2018-07-04 10:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 10:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 10:45,0.00,-1.44
-0.97,0.00,09513780,2018-07-04 11:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-04 11:15,0.00,-1.44
-0.97,0.00,09513780,2018-07-04 11:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 11:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 12:00,0.00,-1.44
-0.97,0.00,09513780,2018-07-04 12:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 12:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 12:45,0.00,-1.44
-0.97,0.00,09513780,2018-07-04 13:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 13:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 13:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 13:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 14:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 14:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 14:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 14:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 15:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 15:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 15:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 15:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 16:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 16:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 16:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 16:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 17:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 17:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 17:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 17:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 18:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 18:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 18:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 18:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 19:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 19:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 19:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 19:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 20:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 20:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 20:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 20:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 21:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 21:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 21:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 21:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 22:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 22:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 22:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 22:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 23:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 23:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 23:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-04 23:45,0.00,-1.44
