BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.00,09400815,2018-07-23 00:00,0.00,0.42
12.6,,09400815,2018-07-23 00:07,,
,0.00,09400815,2018-07-23 00:15,0.00,0.42
,0.00,09400815,2018-07-23 00:30,0.00,0.42
,0.00,09400815,2018-07-23 00:45,0.00,0.42
,0.00,09400815,2018-07-23 01:00,0.00,0.42
12.6,,09400815,2018-07-23 01:07,,
,0.00,09400815,2018-07-23 01:15,0.00,0.42
,0.00,09400815,2018-07-23 01:30,0.00,0.42
,0.00,09400815,2018-07-23 01:45,0.00,0.42
,0.00,09400815,2018-07-23 02:00,0.00,0.42
12.6,,09400815,2018-07-23 02:07,,
,0.00,09400815,2018-07-23 02:15,0.00,0.42
,0.00,09400815,2018-07-23 02:30,0.00,0.42
,0.00,09400815,2018-07-23 02:45,0.00,0.42
,0.00,09400815,2018-07-23 03:00,0.00,0.42
12.6,,09400815,2018-07-23 03:07,,
,0.00,09400815,2018-07-23 03:15,0.00,0.42
,0.00,09400815,2018-07-23 03:30,0.00,0.42
,0.00,09400815,2018-07-23 03:45,0.00,0.42
,0.00,09400815,2018-07-23 04:00,0.00,0.42
12.6,,09400815,2018-07-23 04:07,,
,0.00,09400815,2018-07-23 04:15,0.00,0.42
,0.00,09400815,2018-07-23 04:30,0.00,0.42
,0.00,09400815,2018-07-23 04:45,0.00,0.42
,0.00,09400815,2018-07-23 05:00,0.00,0.42
12.5,,09400815,2018-07-23 05:07,,
,0.00,09400815,2018-07-23 05:15,0.00,0.42
,0.00,09400815,2018-07-23 05:30,0.00,0.42
,0.00,09400815,2018-07-23 05:45,0.00,0.42
,0.00,09400815,2018-07-23 06:00,0.00,0.42
12.5,,09400815,2018-07-23 06:07,,
,0.00,09400815,2018-07-23 06:15,0.00,0.42
,0.00,09400815,2018-07-23 06:30,0.00,0.42
,0.00,09400815,2018-07-23 06:45,0.00,0.41
,0.00,09400815,2018-07-23 07:00,0.00,0.41
12.5,,09400815,2018-07-23 07:07,,
,0.00,09400815,2018-07-23 07:15,0.00,0.42
,0.00,09400815,2018-07-23 07:30,0.00,0.41
,0.00,09400815,2018-07-23 07:45,0.00,0.41
,0.00,09400815,2018-07-23 08:00,0.00,0.42
12.6,,09400815,2018-07-23 08:07,,
,0.00,09400815,2018-07-23 08:15,0.00,0.41
,0.00,09400815,2018-07-23 08:30,0.00,0.41
,0.00,09400815,2018-07-23 08:45,0.00,0.41
,0.00,09400815,2018-07-23 09:00,0.00,0.41
12.8,,09400815,2018-07-23 09:07,,
,0.00,09400815,2018-07-23 09:15,0.00,0.41
,0.00,09400815,2018-07-23 09:30,0.00,0.42
,0.00,09400815,2018-07-23 09:45,0.00,0.41
,0.00,09400815,2018-07-23 10:00,0.00,0.41
13.4,,09400815,2018-07-23 10:07,,
,0.00,09400815,2018-07-23 10:15,0.00,0.41
,0.00,09400815,2018-07-23 10:30,0.00,0.41
,0.00,09400815,2018-07-23 10:45,0.00,0.41
,0.00,09400815,2018-07-23 11:00,0.00,0.41
13.0,,09400815,2018-07-23 11:07,,
,0.00,09400815,2018-07-23 11:15,0.00,0.42
,0.00,09400815,2018-07-23 11:30,0.00,0.41
,0.00,09400815,2018-07-23 11:45,0.00,0.41
,0.00,09400815,2018-07-23 12:00,0.00,0.42
13.0,,09400815,2018-07-23 12:07,,
,0.00,09400815,2018-07-23 12:15,0.00,0.41
,0.00,09400815,2018-07-23 12:30,0.00,0.41
,0.00,09400815,2018-07-23 12:45,0.00,0.41
,0.00,09400815,2018-07-23 13:00,0.00,0.41
13.4,,09400815,2018-07-23 13:07,,
,0.00,09400815,2018-07-23 13:15,0.00,0.41
,0.00,09400815,2018-07-23 13:30,0.00,0.41
,0.00,09400815,2018-07-23 13:45,0.00,0.41
,0.00,09400815,2018-07-23 14:00,0.00,0.41
13.0,,09400815,2018-07-23 14:07,,
,0.00,09400815,2018-07-23 14:15,0.00,0.41
,0.00,09400815,2018-07-23 14:30,0.00,0.41
,0.00,09400815,2018-07-23 14:45,0.00,0.41
,0.00,09400815,2018-07-23 15:00,0.00,0.41
13.0,,09400815,2018-07-23 15:07,,
,0.00,09400815,2018-07-23 15:15,0.00,0.41
,0.00,09400815,2018-07-23 15:30,0.00,0.41
,0.00,09400815,2018-07-23 15:45,0.00,0.41
,0.00,09400815,2018-07-23 16:00,0.00,0.41
13.8,,09400815,2018-07-23 16:07,,
,0.00,09400815,2018-07-23 16:15,0.00,0.41
,0.00,09400815,2018-07-23 16:30,0.00,0.41
,0.00,09400815,2018-07-23 16:45,0.00,0.41
,0.00,09400815,2018-07-23 17:00,0.00,0.41
13.8,,09400815,2018-07-23 17:07,,
,0.00,09400815,2018-07-23 17:15,0.00,0.41
,0.00,09400815,2018-07-23 17:30,0.00,0.41
,0.00,09400815,2018-07-23 17:45,0.00,0.41
,0.00,09400815,2018-07-23 18:00,0.00,0.41
13.3,,09400815,2018-07-23 18:07,,
,0.00,09400815,2018-07-23 18:15,0.00,0.41
,0.00,09400815,2018-07-23 18:30,0.00,0.41
,0.00,09400815,2018-07-23 18:45,0.00,0.41
,0.00,09400815,2018-07-23 19:00,0.00,0.41
12.9,,09400815,2018-07-23 19:07,,
,0.00,09400815,2018-07-23 19:15,0.00,0.41
,0.00,09400815,2018-07-23 19:30,0.00,0.41
,0.00,09400815,2018-07-23 19:45,0.00,0.41
,0.00,09400815,2018-07-23 20:00,0.00,0.41
12.8,,09400815,2018-07-23 20:07,,
,0.00,09400815,2018-07-23 20:15,0.00,0.41
,0.00,09400815,2018-07-23 20:30,0.00,0.41
,0.00,09400815,2018-07-23 20:45,0.00,0.41
,0.00,09400815,2018-07-23 21:00,0.00,0.41
12.7,,09400815,2018-07-23 21:07,,
,0.00,09400815,2018-07-23 21:15,0.00,0.41
,0.00,09400815,2018-07-23 21:30,0.00,0.41
,0.00,09400815,2018-07-23 21:45,0.00,0.41
,0.00,09400815,2018-07-23 22:00,0.00,0.41
12.7,,09400815,2018-07-23 22:07,,
,0.00,09400815,2018-07-23 22:15,0.00,0.41
,0.00,09400815,2018-07-23 22:30,0.00,0.41
,0.00,09400815,2018-07-23 22:45,0.00,0.40
,0.00,09400815,2018-07-23 23:00,0.00,0.40
12.6,,09400815,2018-07-23 23:07,,
,0.00,09400815,2018-07-23 23:15,0.00,0.40
,0.00,09400815,2018-07-23 23:30,0.00,0.41
,0.00,09400815,2018-07-23 23:45,0.00,0.40
